transaction_id,card_number,merchant_name,amount_usd,amount_cad,currency,conversion_rate,transaction_date,mcc_code,mcc_description,transaction_code,employee_id,employee_name,department,manager_id,job_level,approval_status,expense_report_id,ai_risk_score,ai_category,policy_flag,flag_reason,severity,receipt_url,trip_id,is_pre_authorized
TXN-002155,****-****-****-4008,SUBWAY 40021,31.48,43.41,USD,1.379,2025-10-03 15:17:00,5812,Eating Places & Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002155.pdf,,True
TXN-003972,****-****-****-4001,SUPER 8 MOTEL,146.63,202.2,USD,1.379,2025-10-03 16:15:00,7011,"Hotels, Motels & Resorts",TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,,TRIP-0268,True
TXN-003904,****-****-****-4003,HOLIDAY INN EXPRESS,190.1,262.15,USD,1.379,2025-10-03 16:43:00,7011,"Hotels, Motels & Resorts",TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003904.pdf,TRIP-0264,True
TXN-003862,****-****-****-4001,FLYING J #771,26.28,36.24,USD,1.379,2025-10-03 16:45:00,5172,Petroleum & Petroleum Products,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/003862.pdf,TRIP-0259,True
TXN-002770,****-****-****-4007,COMFORT INN 442,125.69,173.33,USD,1.379,2025-10-03 16:52:00,7011,"Hotels, Motels & Resorts",TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/002770.pdf,TRIP-0183,True
TXN-001278,****-****-****-4009,BEST BUY 112,111.92,154.34,USD,1.379,2025-10-03 18:18:00,5045,Computers & Peripherals,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,PENDING,,,,,,,https://receipts.brim.example/001278.pdf,,False
TXN-001638,****-****-****-4005,PETRO-CANADA 8821,46.18,63.68,USD,1.379,2025-10-03 19:12:00,5172,Petroleum & Petroleum Products,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/001638.pdf,,True
TXN-001241,****-****-****-4001,QUICK FUEL STOP,78.62,108.42,USD,1.379,2025-10-03 20:09:00,5172,Petroleum & Petroleum Products,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/001241.pdf,,True
TXN-002076,****-****-****-4008,ESSO RETAIL 113,87.22,120.28,USD,1.379,2025-10-03 20:31:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002076.pdf,,True
TXN-002716,****-****-****-4008,ESSO RETAIL 113,35.8,49.37,USD,1.379,2025-10-03 21:54:00,5172,Petroleum & Petroleum Products,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002716.pdf,,True
TXN-000592,****-****-****-4009,AMAZON MKTPLACE,28.18,38.86,USD,1.379,2025-10-04 07:40:00,5943,Stationery & Writing Supplies,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/000592.pdf,,True
TXN-002144,****-****-****-4001,ESSO RETAIL 113,44.72,61.67,USD,1.379,2025-10-04 13:58:00,5172,Petroleum & Petroleum Products,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/002144.pdf,,True
TXN-003337,****-****-****-4009,COSTCO WHSE 44,165.84,228.69,USD,1.379,2025-10-04 15:50:00,5300,Wholesale Clubs,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003337.pdf,,True
TXN-002771,****-****-****-4007,A&W STORE 551,25.37,34.99,USD,1.379,2025-10-04 17:35:00,5814,Fast Food Restaurants,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/002771.pdf,TRIP-0183,True
TXN-003936,****-****-****-4007,COMFORT INN 442,259.35,357.64,USD,1.379,2025-10-04 17:53:00,7011,"Hotels, Motels & Resorts",TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/003936.pdf,,True
TXN-002577,****-****-****-4004,ULTRAMAR 55,73.41,101.23,USD,1.379,2025-10-04 18:33:00,5541,Service Stations,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/002577.pdf,,True
TXN-003832,****-****-****-4003,SUBWAY 40021,10.28,14.18,USD,1.379,2025-10-04 18:53:00,5814,Fast Food Restaurants,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003832.pdf,,True
TXN-001699,****-****-****-4004,PRECISE PARKLINK,32.1,44.27,USD,1.379,2025-10-04 19:22:00,7523,Parking Lots & Garages,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/001699.pdf,,True
TXN-003973,****-****-****-4001,ROADSIDE GRILL CO,34.93,48.17,USD,1.379,2025-10-04 19:46:00,5814,Fast Food Restaurants,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/003973.pdf,TRIP-0268,True
TXN-003721,****-****-****-4009,SHELL DT #4421,99.57,137.31,USD,1.379,2025-10-04 20:32:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003721.pdf,,True
TXN-003861,****-****-****-4001,A&W STORE 551,65.82,90.77,USD,1.379,2025-10-04 20:34:00,5814,Fast Food Restaurants,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/003861.pdf,TRIP-0259,True
TXN-004202,****-****-****-4009,ESSO RETAIL 113,55.65,76.74,USD,1.379,2025-10-05 07:30:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/004202.pdf,,True
TXN-003355,****-****-****-4007,AWS MEMB,75.4,103.98,USD,1.379,2025-10-05 07:42:00,5734,Computer Software Stores,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/003355.pdf,,True
TXN-000113,****-****-****-4006,ESSO RETAIL 113,101.67,140.2,USD,1.379,2025-10-05 11:47:00,5541,Service Stations,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000113.pdf,TRIP-0002,True
TXN-002280,****-****-****-4007,MCDONALDS DT QPS,23.36,32.21,USD,1.379,2025-10-05 12:13:00,5812,Eating Places & Restaurants,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/002280.pdf,,True
TXN-001146,****-****-****-4007,ROADSIDE GRILL CO,32.68,45.07,USD,1.379,2025-10-05 13:26:00,5814,Fast Food Restaurants,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/001146.pdf,TRIP-0076,True
TXN-003700,****-****-****-4002,PETRO-CANADA 8821,31.82,43.88,USD,1.379,2025-10-05 14:16:00,5541,Service Stations,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003700.pdf,,True
TXN-003905,****-****-****-4003,SUBWAY 40021,44.18,60.92,USD,1.379,2025-10-05 14:48:00,5812,Eating Places & Restaurants,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003905.pdf,TRIP-0264,True
TXN-002012,****-****-****-4002,SUPER 8 MOTEL,193.92,267.42,USD,1.379,2025-10-05 15:56:00,7011,"Hotels, Motels & Resorts",TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002012.pdf,TRIP-0137,True
TXN-002324,****-****-****-4003,WENDYS 7781,32.69,45.08,USD,1.379,2025-10-05 16:48:00,5812,Eating Places & Restaurants,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002324.pdf,,True
TXN-000847,****-****-****-4007,WENDYS 7781,26.38,36.38,USD,1.379,2025-10-05 16:59:00,5812,Eating Places & Restaurants,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000847.pdf,,True
TXN-003974,****-****-****-4001,PETRO-CANADA 8821,43.07,59.39,USD,1.379,2025-10-05 17:01:00,5541,Service Stations,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/003974.pdf,TRIP-0268,True
TXN-003907,****-****-****-4003,ESSO RETAIL 113,39.57,54.57,USD,1.379,2025-10-05 17:54:00,5172,Petroleum & Petroleum Products,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003907.pdf,TRIP-0264,True
TXN-004022,****-****-****-4004,WENDYS 7781,20.23,27.9,USD,1.379,2025-10-05 18:23:00,5812,Eating Places & Restaurants,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/004022.pdf,TRIP-0272,True
TXN-002747,****-****-****-4009,ULTRAMAR 55,48.24,66.52,USD,1.379,2025-10-05 18:41:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/002747.pdf,,True
TXN-000318,****-****-****-4003,A&W STORE 551,39.77,54.84,USD,1.379,2025-10-05 20:01:00,5814,Fast Food Restaurants,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000318.pdf,,True
TXN-000144,****-****-****-4008,PILOT TRAVEL 209,136.57,188.33,USD,1.379,2025-10-05 20:05:00,5172,Petroleum & Petroleum Products,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/000144.pdf,,True
TXN-002013,****-****-****-4002,BOSTON PIZZA 12,10.45,14.41,USD,1.379,2025-10-05 20:14:00,5812,Eating Places & Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002013.pdf,TRIP-0137,True
TXN-002124,****-****-****-4009,KAL TIRE 9,284.56,392.41,USD,1.379,2025-10-05 20:24:00,7531,Auto Body Repair Shops,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/002124.pdf,,True
TXN-003298,****-****-****-4009,SUPER 8 MOTEL,124.07,171.09,USD,1.379,2025-10-05 20:56:00,7011,"Hotels, Motels & Resorts",TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003298.pdf,TRIP-0219,True
TXN-000025,****-****-****-4006,AMAZON MKTPLACE,18.2,25.1,USD,1.379,2025-10-06 02:00:00,5943,Stationery & Writing Supplies,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000025.pdf,,True
TXN-000112,****-****-****-4006,MCDONALDS DT QPS,16.06,22.15,USD,1.379,2025-10-06 06:43:00,5814,Fast Food Restaurants,TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000112.pdf,TRIP-0002,True
TXN-000831,****-****-****-4002,KAL TIRE 9,288.63,398.02,USD,1.379,2025-10-06 08:59:00,7538,Automotive Service Shops,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,PENDING,,,,,,,https://receipts.brim.example/000831.pdf,,False
TXN-002965,****-****-****-4004,ROADSIDE GRILL CO,16.01,22.08,USD,1.379,2025-10-06 09:10:00,5812,Eating Places & Restaurants,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/002965.pdf,,True
TXN-002067,****-****-****-4008,KAL TIRE 9,217.48,299.9,USD,1.379,2025-10-06 10:27:00,7531,Auto Body Repair Shops,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002067.pdf,,True
TXN-000111,****-****-****-4006,DAYS INN 209,151.61,209.07,USD,1.379,2025-10-06 10:29:00,7011,"Hotels, Motels & Resorts",TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000111.pdf,TRIP-0002,True
TXN-003994,****-****-****-4009,PETRO-CANADA 8821,120.83,166.62,USD,1.379,2025-10-06 12:32:00,5541,Service Stations,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,,,True
TXN-003993,****-****-****-4009,SHELL DT #4421,52.06,71.79,USD,1.379,2025-10-06 13:17:00,5541,Service Stations,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003993.pdf,,True
TXN-003156,****-****-****-4008,COSTCO WHSE 44,56.14,77.42,USD,1.379,2025-10-06 13:36:00,5045,Computers & Peripherals,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,,,True
TXN-001342,****-****-****-4004,BOSTON PIZZA 12,33.97,46.84,USD,1.379,2025-10-06 14:11:00,5812,Eating Places & Restaurants,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/001342.pdf,,True
TXN-003487,****-****-****-4004,QUICK FUEL STOP,27.96,38.56,USD,1.379,2025-10-06 14:31:00,5172,Petroleum & Petroleum Products,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/003487.pdf,,True
TXN-000652,****-****-****-4009,ROGERS WIRELESS,58.01,80.0,USD,1.379,2025-10-06 15:58:00,4814,Telecom Services,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/000652.pdf,,True
TXN-001865,****-****-****-4008,TIM HORTONS #882,14.98,20.66,USD,1.379,2025-10-06 16:49:00,5814,Fast Food Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001865.pdf,TRIP-0124,True
TXN-003121,****-****-****-4008,WENDYS 7781,35.54,49.01,USD,1.379,2025-10-06 17:08:00,5812,Eating Places & Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/003121.pdf,,True
TXN-003187,****-****-****-4007,GREEN P PARKING,38.83,53.55,USD,1.379,2025-10-06 17:33:00,4131,Bus Lines / Tolls,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/003187.pdf,,True
TXN-002921,****-****-****-4001,ULTRAMAR 55,67.63,93.26,USD,1.379,2025-10-06 17:36:00,5172,Petroleum & Petroleum Products,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,,,True
TXN-003204,****-****-****-4008,FOUNTAIN TIRE,240.65,331.86,USD,1.379,2025-10-06 18:58:00,7531,Auto Body Repair Shops,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/003204.pdf,,True
TXN-003448,****-****-****-4001,ULTRAMAR 55,52.73,72.71,USD,1.379,2025-10-06 20:14:00,5541,Service Stations,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/003448.pdf,,True
TXN-003299,****-****-****-4009,A&W STORE 551,42.25,58.26,USD,1.379,2025-10-07 00:22:00,5814,Fast Food Restaurants,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003299.pdf,TRIP-0219,True
TXN-000934,****-****-****-4007,PETRO-CANADA 8821,43.77,60.36,USD,1.379,2025-10-07 08:43:00,5541,Service Stations,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/000934.pdf,,True
TXN-000115,****-****-****-4004,BEST WESTERN 71,124.51,171.7,USD,1.379,2025-10-07 09:45:00,7011,"Hotels, Motels & Resorts",TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,,TRIP-0003,True
TXN-001145,****-****-****-4007,HOLIDAY INN EXPRESS,105.02,144.82,USD,1.379,2025-10-07 10:04:00,7011,"Hotels, Motels & Resorts",TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/001145.pdf,TRIP-0076,True
TXN-003553,****-****-****-4004,ESSO RETAIL 113,27.57,38.02,USD,1.379,2025-10-07 10:30:00,5172,Petroleum & Petroleum Products,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/003553.pdf,,True
TXN-001050,****-****-****-4008,MCDONALDS DT QPS,15.8,21.79,USD,1.379,2025-10-07 10:38:00,5812,Eating Places & Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001050.pdf,,True
TXN-000552,****-****-****-4009,PILOT TRAVEL 209,69.38,95.68,USD,1.379,2025-10-07 11:14:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,PENDING,,,,,,,https://receipts.brim.example/000552.pdf,,False
TXN-002434,****-****-****-4004,AMAZON MKTPLACE,51.31,70.76,USD,1.379,2025-10-07 11:42:00,5111,Stationery & Office Supplies,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/002434.pdf,,True
TXN-001393,****-****-****-4008,BOSTON PIZZA 12,24.47,33.74,USD,1.379,2025-10-07 13:30:00,5812,Eating Places & Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001393.pdf,TRIP-0095,True
TXN-001862,****-****-****-4008,HOLIDAY INN EXPRESS,97.82,134.89,USD,1.379,2025-10-07 15:21:00,7011,"Hotels, Motels & Resorts",TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001862.pdf,TRIP-0124,True
TXN-004040,****-****-****-4008,TIM HORTONS #882,20.49,28.26,USD,1.379,2025-10-07 16:03:00,5812,Eating Places & Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/004040.pdf,,True
TXN-001305,****-****-****-4008,SHELL DT #4421,83.88,115.67,USD,1.379,2025-10-07 16:37:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,PENDING,,,,,,,https://receipts.brim.example/001305.pdf,,False
TXN-004079,****-****-****-4009,IMPARK LOT 88,20.35,28.06,USD,1.379,2025-10-07 16:54:00,4131,Bus Lines / Tolls,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/004079.pdf,,True
TXN-002001,****-****-****-4009,ROADSIDE GRILL CO,24.5,33.79,USD,1.379,2025-10-07 19:14:00,5814,Fast Food Restaurants,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/002001.pdf,,True
TXN-000933,****-****-****-4001,PETRO-CANADA 8821,47.77,65.87,USD,1.379,2025-10-07 19:16:00,5541,Service Stations,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/000933.pdf,,True
TXN-003623,****-****-****-4004,WENDYS 7781,37.78,52.1,USD,1.379,2025-10-07 19:16:00,5812,Eating Places & Restaurants,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/003623.pdf,,True
TXN-004020,****-****-****-4004,HOLIDAY INN EXPRESS,135.69,187.12,USD,1.379,2025-10-07 19:57:00,7011,"Hotels, Motels & Resorts",TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/004020.pdf,TRIP-0272,True
TXN-003178,****-****-****-4008,ULTRAMAR 55,68.09,93.9,USD,1.379,2025-10-07 20:26:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/003178.pdf,,True
TXN-004306,****-****-****-4009,PILOT TRAVEL 209,139.97,193.02,USD,1.379,2025-10-07 20:31:00,5172,Petroleum & Petroleum Products,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,PENDING,,,,,,,https://receipts.brim.example/004306.pdf,,False
TXN-003300,****-****-****-4009,FLYING J #771,44.9,61.92,USD,1.379,2025-10-07 20:35:00,5541,Service Stations,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003300.pdf,TRIP-0219,True
TXN-001959,****-****-****-4004,MICROSOFT 365,224.52,309.61,USD,1.379,2025-10-07 21:33:00,5734,Computer Software Stores,TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/001959.pdf,,True
TXN-001118,****-****-****-4004,HOLIDAY INN EXPRESS,182.89,252.21,USD,1.379,2025-10-07 21:58:00,7011,"Hotels, Motels & Resorts",TXC-004,EMP004,Alice Chen,Finance,EMP002,4,APPROVED,,,,,,,https://receipts.brim.example/001118.pdf,,True
TXN-001583,****-****-****-4001,SHELL DT #4421,80.33,110.78,USD,1.379,2025-10-08 07:24:00,5172,Petroleum & Petroleum Products,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/001583.pdf,,True
TXN-001319,****-****-****-4009,WENDYS 7781,32.9,45.37,USD,1.379,2025-10-08 08:25:00,5812,Eating Places & Restaurants,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/001319.pdf,,True
TXN-002165,****-****-****-4003,DAYS INN 209,188.33,259.71,USD,1.379,2025-10-08 10:09:00,7011,"Hotels, Motels & Resorts",TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/002165.pdf,,True
TXN-001079,****-****-****-4003,MICROSOFT 365,144.36,199.07,USD,1.379,2025-10-08 10:28:00,4814,Telecom Services,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001079.pdf,,True
TXN-000293,****-****-****-4003,ESSO RETAIL 113,50.83,70.09,USD,1.379,2025-10-08 12:37:00,5172,Petroleum & Petroleum Products,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000293.pdf,,True
TXN-004049,****-****-****-4002,WENDYS 7781,36.22,49.95,USD,1.379,2025-10-08 12:58:00,5814,Fast Food Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/004049.pdf,,True
TXN-002439,****-****-****-4008,FLYING J #771,44.07,60.77,USD,1.379,2025-10-08 14:15:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/002439.pdf,,True
TXN-004239,****-****-****-4001,FOUNTAIN TIRE,289.57,399.32,USD,1.379,2025-10-08 14:45:00,7531,Auto Body Repair Shops,TXC-001,EMP001,Olivia Reyes,Executive,,6,APPROVED,,,,,,,https://receipts.brim.example/004239.pdf,,True
TXN-000337,****-****-****-4003,BOSTON PIZZA 12,15.07,20.78,USD,1.379,2025-10-08 15:24:00,5812,Eating Places & Restaurants,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/000337.pdf,,True
TXN-001864,****-****-****-4008,SUBWAY 40021,35.77,49.33,USD,1.379,2025-10-08 15:49:00,5814,Fast Food Restaurants,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001864.pdf,TRIP-0124,True
TXN-001863,****-****-****-4008,PILOT TRAVEL 209,110.84,152.85,USD,1.379,2025-10-08 17:14:00,5541,Service Stations,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/001863.pdf,TRIP-0124,True
TXN-003351,****-****-****-4009,BOSTON PIZZA 12,29.78,41.07,USD,1.379,2025-10-08 17:53:00,5814,Fast Food Restaurants,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003351.pdf,,True
TXN-002395,****-****-****-4009,FLYING J #771,16.37,22.57,USD,1.379,2025-10-08 17:56:00,5541,Service Stations,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/002395.pdf,,True
TXN-002542,****-****-****-4007,GREEN P PARKING,28.58,39.41,USD,1.379,2025-10-08 18:46:00,4131,Bus Lines / Tolls,TXC-007,EMP007,Carol White,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/002542.pdf,,True
TXN-003585,****-****-****-4006,COMFORT INN 442,133.23,183.72,USD,1.379,2025-10-08 18:48:00,7011,"Hotels, Motels & Resorts",TXC-006,EMP006,Bob Kumar,Finance,EMP004,2,APPROVED,,,,,,,https://receipts.brim.example/003585.pdf,,True
TXN-003986,****-****-****-4002,TIM HORTONS #882,20.78,28.66,USD,1.379,2025-10-08 19:00:00,5814,Fast Food Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003986.pdf,TRIP-0269,True
TXN-000436,****-****-****-4008,CANADIAN TIRE 445,158.69,218.83,USD,1.379,2025-10-08 19:26:00,7538,Automotive Service Shops,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,,,True
TXN-003985,****-****-****-4002,WENDYS 7781,39.1,53.92,USD,1.379,2025-10-08 19:39:00,5812,Eating Places & Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003985.pdf,TRIP-0269,True
TXN-003022,****-****-****-4003,IMPARK LOT 88,56.3,77.64,USD,1.379,2025-10-08 20:06:00,7523,Parking Lots & Garages,TXC-003,EMP003,Marcus Webb,Operations,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003022.pdf,,True
TXN-000616,****-****-****-4008,ULTRAMAR 55,63.9,88.12,USD,1.379,2025-10-08 20:15:00,5172,Petroleum & Petroleum Products,TXC-008,EMP008,Eric Tran,Operations,EMP003,4,APPROVED,,,,,,,https://receipts.brim.example/000616.pdf,,True
TXN-003410,****-****-****-4009,MICROSOFT 365,94.98,130.98,USD,1.379,2025-10-08 20:46:00,5734,Computer Software Stores,TXC-009,EMP009,Grace Lee,Operations,EMP008,3,APPROVED,,,,,,,https://receipts.brim.example/003410.pdf,,True
TXN-003443,****-****-****-4002,BOSTON PIZZA 12,61.44,84.73,USD,1.379,2025-10-08 20:51:00,5814,Fast Food Restaurants,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/003443.pdf,,True
TXN-000803,****-****-****-4005,407 ETR TOLL,37.95,52.33,USD,1.379,2025-10-08 21:03:00,4131,Bus Lines / Tolls,TXC-005,EMP005,Dana Park,Finance,EMP002,3,APPROVED,,,,,,,https://receipts.brim.example/000803.pdf,,True
TXN-001025,****-****-****-4002,PILOT TRAVEL 209,149.99,206.84,USD,1.379,2025-10-08 22:47:00,5541,Service Stations,TXC-002,EMP002,Priya Nair,Finance,EMP001,5,APPROVED,,,,,,,https://receipts.brim.example/001025.pdf,TRIP-0066,True
